,duration,src_bytes,dst_bytes,wrong_fragment,urgent,dst_host_count,dst_host_srv_count,count,srv_count,attack_state
1602,0,0,0,0,0,255,4,265,17,1
1604,0,0,0,0,0,255,15,123,20,1
1605,0,0,0,0,0,255,9,248,9,1
1606,0,0,0,0,0,255,4,119,4,1
1611,0,0,0,0,0,255,11,202,4,1
1612,0,0,0,0,0,255,6,134,6,1
1615,0,0,0,0,0,255,7,146,3,1
1617,0,0,0,0,0,255,15,246,15,1
1619,0,0,0,0,0,255,19,248,2,1
1620,0,0,0,0,0,200,20,242,20,1
1621,0,0,0,0,0,255,14,184,14,1
1624,0,0,0,0,0,95,6,145,6,1
1625,0,0,0,0,0,255,19,248,19,1
1636,0,0,0,0,0,255,10,144,13,1
1637,0,0,0,0,0,255,18,200,2,1
1638,0,0,0,0,0,255,4,66,7,1
1640,0,0,0,0,0,255,1,287,1,1
1645,0,0,0,0,0,255,13,37,11,1
1655,0,0,0,0,0,255,16,206,6,1
1659,0,0,0,0,0,255,5,110,5,1
1662,0,0,0,0,0,38,9,192,9,1
1663,0,0,0,0,0,255,24,215,24,1
1671,0,0,0,0,0,255,7,299,14,1
1675,0,0,0,0,0,255,4,104,4,1
1676,0,0,0,0,0,255,20,287,20,1
1677,0,0,0,0,0,255,13,257,13,1
1681,0,28,0,3,0,245,42,42,42,1
1686,0,0,0,0,0,255,8,123,8,1
1687,0,0,0,0,0,255,11,265,11,1
1688,0,0,0,0,0,255,20,264,20,1
1693,0,0,0,0,0,255,7,142,13,1
1703,0,0,0,0,0,255,16,228,16,1
1710,0,1032,0,0,0,128,34,511,511,1
1712,0,0,0,0,0,255,11,253,11,1
1715,0,0,0,0,0,255,12,113,12,1
1719,0,0,0,0,0,255,18,265,18,1
1721,0,0,0,0,0,255,2,120,2,1
1723,0,0,0,0,0,255,58,19,12,1
1725,0,0,0,0,0,255,3,7,3,1
1726,0,0,0,0,0,255,8,295,8,1
1733,0,28,0,3,0,255,16,116,16,1
1737,0,0,0,0,0,255,2,134,19,1
1738,0,0,0,0,0,255,16,280,16,1
1744,0,0,0,0,0,255,10,294,10,1
1747,0,0,0,0,0,255,11,248,11,1
1748,0,0,0,0,0,6,4,4,4,1
1749,0,0,0,0,0,255,6,77,6,1
1754,0,0,0,0,0,255,19,296,19,1
1761,0,0,0,0,0,255,14,255,7,1
1762,0,0,0,0,0,255,20,232,20,1
1763,0,0,0,0,0,255,17,289,17,1
1766,0,0,0,0,0,255,4,139,4,1
1767,0,0,0,0,0,167,44,7,5,1
1769,0,28,0,3,0,252,49,49,49,1
1770,0,0,0,0,0,255,20,207,2,1
1771,0,0,0,0,0,255,6,143,13,1
1777,0,54540,8314,0,0,180,180,2,2,1
1778,0,0,0,0,0,255,9,214,9,1
1780,0,0,0,0,0,255,25,290,25,1
1781,0,0,0,0,0,255,6,233,6,1
1782,0,0,0,0,0,255,6,27,6,1
1783,0,0,0,0,0,255,4,297,6,1
1786,0,0,0,0,0,255,25,158,25,1
1790,0,0,0,0,0,255,20,112,2,1
1801,0,0,0,0,0,255,15,119,15,1
1809,0,0,0,0,0,255,18,120,19,1
1812,0,0,0,0,0,255,18,264,18,1
1814,0,0,0,0,0,255,19,211,19,1
1817,0,0,0,0,0,255,15,128,6,1
1818,0,0,0,0,0,255,1,267,4,1
1823,0,0,0,0,0,255,14,227,14,1
1832,0,0,0,0,0,255,5,145,6,1
1834,0,0,0,0,0,255,13,118,13,1
1835,0,0,0,0,0,255,1,106,1,1
1838,0,0,0,0,0,255,13,142,13,1
1842,0,1032,0,0,0,255,127,511,511,1
1843,0,0,0,0,0,255,18,179,4,1
1844,0,0,0,0,0,255,12,123,16,1
1845,0,0,0,0,0,255,4,205,2,1
1848,0,0,0,0,0,255,62,52,14,1
1852,0,0,0,0,0,255,5,278,6,1
1853,0,0,0,0,0,255,3,85,3,1
1854,0,0,0,0,0,255,8,290,8,1
1859,0,0,0,0,0,255,1,227,1,1
1860,0,0,0,0,0,255,18,298,18,1
1862,0,0,0,0,0,255,17,186,17,1
1864,0,0,0,0,0,255,5,178,5,1
1866,0,0,0,0,0,250,6,51,3,1
1867,0,0,0,0,0,255,8,256,8,1
1871,0,0,0,0,0,255,8,230,7,1
1872,0,0,0,0,0,255,4,65,4,1
1875,0,0,0,0,0,255,8,197,8,1
1876,0,0,0,0,0,255,18,258,2,1
1877,0,520,0,0,0,49,49,452,452,1
1885,0,1032,0,0,0,255,212,511,511,1
1887,0,0,0,0,0,255,9,75,2,1
1892,0,0,0,0,0,255,17,98,18,1
1894,0,0,0,0,0,255,8,96,8,1
1896,0,0,0,0,0,255,2,186,2,1
1901,0,0,0,0,0,255,4,123,4,1
1902,0,0,0,0,0,255,6,258,6,1
1903,0,0,0,0,0,255,18,235,18,1
1908,0,0,0,0,0,49,29,7,7,1
1918,0,0,0,0,0,255,9,258,9,1
1921,0,0,0,0,0,255,7,146,17,1
1927,0,0,0,0,0,255,13,53,2,1
1928,0,0,0,0,0,255,20,299,20,1
1932,0,520,0,0,0,255,255,177,177,1
1934,0,0,0,0,0,255,2,279,11,1
1935,0,0,0,0,0,255,4,136,4,1
1936,0,0,0,0,0,255,2,297,10,1
1937,0,0,0,0,0,255,19,276,19,1
1938,0,0,0,0,0,255,4,116,3,1
1941,0,1032,0,0,0,255,205,511,511,1
1942,0,0,0,0,0,255,12,107,15,1
1948,0,0,0,0,0,255,19,170,4,1
1950,0,0,0,0,0,255,5,107,5,1
1955,0,520,0,0,0,255,255,181,181,1
1956,0,0,0,0,0,211,9,103,9,1
1959,0,1032,0,0,0,147,53,305,305,1
1962,0,0,0,0,0,255,12,292,12,1
1963,0,0,0,0,0,255,3,195,3,1
1966,0,0,0,0,0,255,4,134,4,1
1972,0,0,0,0,0,255,3,215,3,1
1973,0,28,0,3,0,255,66,67,66,1
1977,0,0,0,0,0,255,5,33,12,1
1979,0,0,0,0,0,255,5,15,5,1
1981,0,0,0,0,0,255,15,200,8,1
1983,0,0,0,0,0,255,1,246,1,1
1990,0,0,0,0,0,255,3,147,7,1
1991,0,0,0,0,0,255,5,278,17,1
1998,0,0,0,0,0,255,17,250,17,1
2001,0,0,0,0,0,255,19,118,16,1
2002,0,0,0,0,0,255,1,122,20,1
2004,0,0,0,0,0,255,2,204,2,1
2006,0,0,0,0,0,255,7,215,7,1
2008,0,0,0,0,0,255,7,98,2,1
2011,0,54540,8314,0,0,13,13,5,5,1
2012,0,0,0,0,0,255,8,297,14,1
2015,0,0,0,0,0,255,1,298,19,1
2018,0,54540,8314,0,0,254,254,2,2,1
2020,0,0,0,0,0,255,5,290,5,1
2021,0,54540,8314,0,0,13,13,3,3,1
2024,0,0,0,0,0,255,14,190,3,1
2025,0,0,0,0,0,255,60,4,3,1
2032,0,0,0,0,0,255,2,129,14,1
2038,0,0,0,0,0,255,10,186,10,1
2040,0,0,0,0,0,255,7,131,6,1
2044,0,0,0,0,0,255,20,216,20,1
2050,0,0,0,0,0,255,2,267,19,1
2051,0,0,0,0,0,255,11,65,12,1
2052,0,0,0,0,0,255,14,271,14,1
2060,0,0,0,0,0,255,28,22,9,1
2062,0,0,0,0,0,255,6,120,10,1
2065,0,0,0,0,0,255,6,267,6,1
2069,0,0,0,0,0,255,4,267,19,1
2075,0,0,0,0,0,255,23,271,23,1
2078,0,0,0,0,0,255,16,209,16,1
2080,0,0,0,0,0,255,3,103,3,1
2085,0,0,0,0,0,255,20,241,20,1
2086,0,0,0,0,0,255,13,150,20,1
2087,0,0,0,0,0,255,30,38,10,1
2089,0,0,0,0,0,255,21,60,1,1
2090,0,0,0,0,0,255,17,14,3,1
2092,0,0,0,0,0,255,10,267,10,1
2096,0,0,0,0,0,255,7,287,6,1
2098,0,0,0,0,0,255,2,4,2,1
2106,0,1032,0,0,0,255,174,511,511,1
2108,0,0,0,0,0,255,14,50,14,1
2117,0,0,0,0,0,255,1,148,20,1
2122,0,0,0,0,0,255,17,297,17,1
2123,0,1032,0,0,0,255,236,511,511,1
2125,0,0,0,0,0,255,6,225,6,1
2126,0,0,0,0,0,255,1,99,1,1
2134,0,0,0,0,0,255,7,110,7,1
2138,0,0,0,0,0,255,11,296,11,1
2139,0,0,0,0,0,24,16,121,16,1
2140,0,0,0,0,0,255,1,282,1,1
2141,0,0,0,0,0,255,14,213,14,1
2155,0,0,0,0,0,255,15,62,1,1
2162,0,0,0,0,0,255,6,139,18,1
2163,0,0,0,0,0,255,7,140,18,1
2164,0,0,0,0,0,255,8,117,2,1
2166,0,0,0,0,0,255,20,294,20,1
2167,0,0,0,0,0,255,1,248,15,1
2171,0,0,0,0,0,255,3,241,3,1
2173,0,0,0,0,0,255,25,177,25,1
2174,0,0,0,0,0,255,63,33,8,1
2175,0,0,0,0,0,255,1,225,1,1
2177,0,0,0,0,0,255,12,229,12,1
2178,0,0,0,0,0,255,3,289,3,1
2180,0,0,0,0,0,255,9,170,9,1
2184,0,0,0,0,0,255,1,72,1,1
2186,0,0,0,0,0,255,2,119,1,1
2190,0,0,0,0,0,255,1,251,1,1
2192,0,0,0,0,0,255,7,126,14,1
2194,0,0,0,0,0,255,20,118,13,1
2196,0,0,0,0,0,255,1,203,1,1
2200,0,0,0,0,0,255,4,145,16,1
2201,0,0,0,0,0,255,1,251,1,1
2202,0,0,0,0,0,255,64,42,14,1
2208,0,54540,8314,0,0,80,80,3,3,1
2210,0,0,0,0,0,255,14,245,14,1
2215,0,1032,0,0,0,255,255,354,354,1
2217,0,0,0,0,0,17,2,106,7,1
2221,0,0,0,0,0,255,17,293,17,1
2226,0,0,0,0,0,255,15,204,5,1
2227,0,0,0,0,0,255,18,228,18,1
2228,0,0,0,0,0,255,12,243,14,1
2232,0,0,0,0,0,255,19,170,19,1
2239,0,0,0,0,0,255,9,240,9,1
2243,0,0,0,0,0,255,10,286,14,1
2244,0,0,0,0,0,248,62,8,2,1
2246,0,0,0,0,0,255,3,289,3,1
2248,0,0,0,0,0,255,53,50,12,1
2250,0,0,0,0,0,255,17,150,17,1
2251,0,0,0,0,0,200,10,259,10,1
2252,0,0,0,0,0,255,62,6,2,1
2253,0,0,0,0,0,248,19,137,19,1
2257,0,1032,0,0,0,255,255,231,231,1
2258,0,0,0,0,0,255,5,298,18,1
2259,0,1032,0,0,0,255,248,511,511,1
2261,0,28,0,3,0,255,95,97,95,1
2262,0,54540,8314,0,0,63,63,4,4,1
2264,0,1032,0,0,0,255,255,380,380,1
2265,0,0,0,0,0,255,3,188,3,1
2275,0,0,0,0,0,255,20,300,20,1
2276,0,0,0,0,0,255,11,254,11,1
2281,0,0,0,0,0,255,6,192,3,1
2285,0,54540,8315,0,0,255,255,2,2,1
2286,0,54540,8314,0,0,246,246,2,2,1
2287,0,0,0,0,0,255,20,109,7,1
2291,0,0,0,0,0,255,10,252,10,1
2292,0,1032,0,0,0,255,162,511,511,1
2297,0,520,0,0,0,255,255,269,269,1
2298,0,0,0,0,0,255,1,171,1,1
2301,0,0,0,0,0,255,4,202,4,1
2304,0,0,0,0,0,255,8,47,17,1
2313,0,0,0,0,0,255,10,259,10,1
2314,0,0,0,0,0,186,138,4,4,1
2316,0,0,0,0,0,255,2,203,2,1
2317,0,0,0,0,0,255,3,103,3,1
2319,0,0,0,0,0,255,4,136,9,1
2323,0,1032,0,0,0,222,128,187,187,1
2324,0,0,0,0,0,255,7,237,7,1
2325,0,0,0,0,0,255,26,267,16,1
2326,0,1032,0,0,0,255,255,311,311,1
2329,0,0,0,0,0,255,10,191,10,1
2330,0,28,0,3,0,255,10,43,43,1
2332,0,0,0,0,0,255,8,214,8,1
2333,0,0,0,0,0,255,14,214,14,1
2334,0,0,0,0,0,255,6,145,18,1
2335,0,0,0,0,0,255,1,204,1,1
2336,0,0,0,0,0,255,10,273,12,1
2341,0,0,0,0,0,255,37,23,6,1
2342,0,0,0,0,0,255,17,133,17,1
2347,0,0,0,0,0,255,15,215,16,1
2350,0,1032,0,0,0,156,62,511,511,1
2351,0,0,0,0,0,255,24,262,24,1
2353,0,0,0,0,0,255,6,135,18,1
2354,0,1032,0,0,0,255,255,81,81,1
2355,0,0,0,0,0,197,59,37,20,1
2357,0,0,0,0,0,255,63,10,3,1
2358,0,0,0,0,0,255,5,240,5,1
2361,0,0,0,0,0,255,6,281,6,1
2363,0,0,0,0,0,255,13,149,13,1
2367,0,54540,8314,0,0,155,155,2,3,1
2369,0,0,0,0,0,255,1,79,15,1
2370,0,0,0,0,0,255,9,129,15,1
2374,0,0,0,0,0,255,64,3,3,1
2376,0,0,0,0,0,255,5,128,4,1
2377,0,1032,0,0,0,255,112,112,112,1
2379,0,1480,0,1,0,2,2,2,2,1
2380,0,0,0,0,0,255,15,226,15,1
2382,0,0,0,0,0,255,23,6,3,1
2388,0,0,0,0,0,44,5,17,4,1
2389,0,0,0,0,0,255,18,88,8,1
2390,0,0,0,0,0,255,20,88,5,1
2392,0,0,0,0,0,255,10,213,10,1
2397,0,0,0,0,0,255,7,257,7,1
2398,0,0,0,0,0,255,2,257,2,1
2399,0,0,0,0,0,255,19,149,19,1
2402,0,0,0,0,0,255,15,128,15,1
2403,0,0,0,0,0,255,2,99,2,1
2407,0,0,0,0,0,255,3,148,3,1
2410,0,0,0,0,0,255,13,230,16,1
2412,0,0,0,0,0,255,10,105,13,1
2413,0,0,0,0,0,255,13,190,5,1
2418,0,0,0,0,0,255,3,234,3,1
2421,0,0,0,0,0,255,4,227,4,1
2426,0,0,0,0,0,255,6,199,6,1
2429,0,0,0,0,0,255,18,296,18,1
2431,0,0,0,0,0,255,13,125,7,1
2432,0,0,0,0,0,255,14,52,14,1
2433,0,0,0,0,0,255,5,109,5,1
2440,0,0,0,0,0,255,4,300,8,1
2441,0,0,0,0,0,255,20,148,20,1
2446,0,0,0,0,0,255,17,205,12,1
2453,0,0,0,0,0,255,18,239,19,1
2454,0,0,0,0,0,255,2,8,4,1
2463,0,0,0,0,0,255,16,196,16,1
2464,0,0,0,0,0,255,15,111,8,1
2468,0,0,0,0,0,255,15,228,6,1
2469,0,0,0,0,0,255,11,139,3,1
2471,0,0,0,0,0,255,18,268,3,1
2472,0,0,0,0,0,255,16,241,16,1
2479,0,0,0,0,0,255,17,270,17,1
2480,0,0,0,0,0,255,10,263,10,1
2481,0,0,0,0,0,255,16,193,5,1
2486,0,0,0,0,0,255,20,211,20,1
2488,0,0,0,0,0,255,9,179,9,1
2489,0,0,0,0,0,255,4,102,4,1
2494,0,0,0,0,0,255,9,115,9,1
2496,0,1032,0,0,0,255,27,511,511,1
2497,0,0,0,0,0,255,5,24,4,1
2498,0,0,0,0,0,255,25,149,25,1
2503,0,0,0,0,0,255,6,215,15,1
2509,0,0,0,0,0,255,11,135,11,1
2512,0,0,0,0,0,255,2,127,2,1
2513,0,0,0,0,0,255,25,228,14,1
2514,0,0,0,0,0,255,11,118,11,1
2515,0,0,0,0,0,255,1,197,1,1
2522,0,0,0,0,0,255,2,202,2,1
2523,0,0,0,0,0,255,15,136,15,1
2524,0,0,0,0,0,255,4,280,18,1
2526,0,0,0,0,0,255,3,225,2,1
2527,0,0,0,0,0,255,7,273,7,1
2528,0,0,0,0,0,255,1,137,1,1
2531,0,0,0,0,0,255,2,75,18,1
2533,0,0,0,0,0,255,22,122,22,1
2534,0,0,0,0,0,255,7,144,15,1
2536,0,0,0,0,0,255,7,288,17,1
2541,0,0,0,0,0,255,10,273,10,1
2542,0,0,0,0,0,255,5,207,5,1
2543,0,0,0,0,0,255,2,191,2,1
2545,0,0,0,0,0,255,2,246,2,1
2547,0,0,0,0,0,255,15,104,3,1
2548,0,0,0,0,0,255,19,266,19,1
2551,0,0,0,0,0,255,1,222,1,1
2553,0,0,0,0,0,255,10,263,10,1
2555,0,0,0,0,0,255,14,260,14,1
2556,0,0,0,0,0,255,16,111,2,1
2557,0,0,0,0,0,255,9,244,9,1
2566,0,0,0,0,0,255,5,147,5,1
2567,0,0,0,0,0,255,13,296,15,1
2568,0,0,0,0,0,255,18,120,18,1
2570,0,0,0,0,0,255,30,138,2,1
2571,0,0,0,0,0,255,7,231,7,1
2574,0,0,0,0,0,255,64,28,6,1
2581,0,54540,8314,0,0,104,104,4,4,1
2582,0,520,0,0,0,52,52,458,458,1
2584,0,0,0,0,0,255,12,133,12,1
2585,0,0,0,0,0,255,7,231,7,1
2587,0,0,0,0,0,255,18,225,18,1
2592,0,0,0,0,0,255,16,234,16,1
2594,0,0,0,0,0,255,1,200,1,1
2600,0,0,0,0,0,255,4,124,5,1
2602,0,0,0,0,0,255,11,95,11,1
2605,0,0,0,0,0,255,10,175,14,1
2607,0,0,0,0,0,255,20,157,20,1
2617,0,0,0,0,0,255,21,286,21,1
2621,0,520,0,0,0,90,90,482,482,1
2623,0,0,0,0,0,255,8,216,8,1
2624,0,0,0,0,0,255,6,242,6,1
2626,0,0,0,0,0,255,6,245,2,1
2627,0,0,0,0,0,255,22,194,22,1
2628,0,0,0,0,0,255,11,248,11,1
2629,0,0,0,0,0,255,24,281,24,1
2630,0,0,0,0,0,255,8,145,18,1
2631,0,0,0,0,0,255,13,216,8,1
2632,0,0,0,0,0,255,13,249,13,1
2637,0,0,0,0,0,255,10,255,10,1
2639,0,1032,0,0,0,255,46,511,511,1
2644,0,0,0,0,0,255,19,285,19,1
2645,0,1032,0,0,0,255,188,511,511,1
2646,0,0,0,0,0,255,3,112,3,1
2647,0,0,0,0,0,255,1,100,1,1
2654,0,0,0,0,0,255,9,200,9,1
2657,0,0,0,0,0,207,23,249,23,1
2659,0,0,0,0,0,255,1,129,1,1
2661,0,0,0,0,0,255,10,116,10,1
2662,0,0,0,0,0,255,2,149,9,1
2663,0,0,0,0,0,255,13,130,1,1
2668,0,0,0,0,0,255,9,246,9,1
2669,0,0,0,0,0,255,6,149,19,1
2671,0,0,0,0,0,255,18,246,18,1
2674,0,0,0,0,0,255,25,292,25,1
2675,0,0,0,0,0,255,16,282,15,1
2676,0,0,0,0,0,255,1,175,8,1
2680,0,0,0,0,0,255,7,264,7,1
2681,0,0,0,0,0,255,2,118,19,1
2682,0,0,0,0,0,255,16,263,16,1
2683,0,0,0,0,0,255,16,280,5,1
2689,0,0,0,0,0,255,13,26,4,1
2690,0,54540,8314,0,0,255,255,2,4,1
2694,0,0,0,0,0,255,18,222,18,1
2695,0,0,0,0,0,255,8,169,8,1
2696,0,0,0,0,0,255,3,224,1,1
2697,0,0,0,0,0,255,22,273,22,1
2698,0,0,0,0,0,255,9,206,9,1
2699,0,0,0,0,0,255,6,260,6,1
2701,0,28,0,3,0,107,35,35,35,1
2703,0,0,0,0,0,255,6,268,6,1
2704,0,0,0,0,0,255,19,215,19,1
2709,0,0,0,0,0,255,19,101,16,1
2710,0,0,0,0,0,255,4,296,13,1
2718,0,0,0,0,0,255,13,47,13,1
2722,0,0,0,0,0,255,19,228,5,1
2728,0,0,0,0,0,255,13,197,13,1
2732,0,0,0,0,0,255,18,215,3,1
2735,0,0,0,0,0,255,7,6,2,1
2736,0,0,0,0,0,255,9,126,9,1
2737,0,0,0,0,0,255,16,248,16,1
2744,0,1032,0,0,0,255,178,178,178,1
2753,0,0,0,0,0,255,6,218,6,1
2754,0,0,0,0,0,255,61,4,1,1
2755,0,0,0,0,0,255,4,117,4,1
2759,0,0,0,0,0,255,2,110,9,1
2760,0,0,0,0,0,255,20,237,20,1
2761,0,0,0,0,0,255,5,230,1,1
2762,0,0,0,0,0,255,25,212,25,1
2767,0,0,0,0,0,255,12,259,12,1
2768,0,0,0,0,0,255,13,124,13,1
2770,0,0,0,0,0,255,18,248,18,1
2772,0,1032,0,0,0,255,255,447,447,1
2777,0,0,0,0,0,255,1,144,9,1
2778,0,1032,0,0,0,255,243,510,510,1
2782,0,0,0,0,0,255,20,230,20,1
2785,0,0,0,0,0,255,6,107,6,1
2787,0,0,0,0,0,255,20,300,20,1
2789,0,0,0,0,0,255,17,300,20,1
2791,0,0,0,0,0,255,3,125,3,1
2793,0,0,0,0,0,255,2,220,2,1
2795,0,0,0,0,0,164,11,139,11,1
2796,0,0,0,0,0,255,20,84,11,1
2799,0,54540,8314,0,0,171,171,2,2,1
2802,0,0,0,0,0,255,36,140,18,1
2804,0,0,0,0,0,255,17,215,17,1
2807,0,0,0,0,0,255,9,109,9,1
2808,0,0,0,0,0,255,11,235,11,1
2809,0,0,0,0,0,255,10,206,4,1
2811,0,0,0,0,0,255,14,206,14,1
2826,0,0,0,0,0,255,3,191,3,1
2829,0,0,0,0,0,255,14,226,14,1
2830,0,0,0,0,0,255,21,136,21,1
2832,0,0,0,0,0,255,17,112,13,1
2835,0,0,0,0,0,148,11,94,11,1
2838,0,0,0,0,0,255,16,27,3,1
2845,0,0,0,0,0,255,63,33,8,1
2846,0,0,0,0,0,255,3,282,17,1
2848,0,0,0,0,0,255,23,112,23,1
2850,0,1032,0,0,0,255,99,511,511,1
2851,0,0,0,0,0,255,14,118,14,1
2853,0,0,0,0,0,255,1,220,1,1
2854,0,0,0,0,0,255,9,251,14,1
2858,0,0,0,0,0,255,19,131,19,1
2860,0,0,0,0,0,150,7,98,7,1
2861,0,0,0,0,0,255,19,101,17,1
2862,0,0,0,0,0,255,18,92,18,1
2866,0,0,0,0,0,255,18,138,14,1
2870,0,0,0,0,0,255,60,65,15,1
2871,0,0,0,0,0,255,20,298,20,1
2873,0,0,0,0,0,255,72,74,20,1
2874,0,0,0,0,0,255,15,285,18,1
2875,0,0,0,0,0,255,10,103,10,1
2878,0,0,0,0,0,255,13,208,8,1
2879,0,0,0,0,0,255,8,227,8,1
2882,0,0,0,0,0,255,5,237,4,1
2883,0,0,0,0,0,255,10,36,10,1
2885,0,1032,0,0,0,255,38,511,511,1
2892,0,1032,0,0,0,255,77,77,77,1
2897,0,0,0,0,0,255,8,284,8,1
2899,0,0,0,0,0,255,6,114,20,1
2906,0,0,0,0,0,255,22,116,22,1
2908,0,0,0,0,0,255,48,36,4,1
2913,0,0,0,0,0,255,15,114,16,1
2916,0,1032,0,0,0,255,133,133,133,1
2919,0,0,0,0,0,255,57,66,16,1
2925,0,0,0,0,0,255,16,224,5,1
2927,0,1032,0,0,0,255,255,83,83,1
2928,0,0,0,0,0,255,19,117,19,1
2933,0,1480,0,1,0,1,15,1,3,1
2934,0,0,0,0,0,255,18,281,18,1
2936,0,0,0,0,0,255,3,244,3,1
2939,0,0,0,0,0,255,12,262,12,1
2941,0,0,0,0,0,255,19,264,19,1
2945,0,0,0,0,0,255,16,256,16,1
2948,0,0,0,0,0,255,10,106,10,1
2956,0,0,0,0,0,255,1,190,20,1
2958,0,0,0,0,0,255,19,121,19,1
2961,0,0,0,0,0,255,7,258,7,1
2962,0,0,0,0,0,255,6,266,6,1
2965,0,0,0,0,0,255,13,118,13,1
2966,0,0,0,0,0,192,15,136,15,1
2974,0,0,0,0,0,255,15,20,9,1
2975,0,0,0,0,0,255,5,125,5,1
2978,0,0,0,0,0,255,3,119,3,1
2981,0,0,0,0,0,255,14,115,14,1
2982,0,0,0,0,0,255,20,199,20,1
2986,0,0,0,0,0,255,8,212,8,1
2989,0,0,0,0,0,78,9,217,9,1
2995,0,0,0,0,0,255,5,288,5,1
2997,0,0,0,0,0,255,10,129,8,1
3001,0,0,0,0,0,255,23,140,23,1
3002,0,0,0,0,0,255,3,127,11,1
3003,0,0,0,0,0,255,12,146,17,1
3006,0,0,0,0,0,255,6,110,6,1
3007,0,0,0,0,0,255,11,297,9,1
3013,0,0,0,0,0,255,22,22,22,1
3015,0,0,0,0,0,255,63,47,15,1
3024,0,0,0,0,0,255,64,51,12,1
3026,0,0,0,0,0,255,7,74,7,1
3030,0,54540,8314,0,0,118,118,4,4,1
3037,0,0,0,0,0,255,9,131,11,1
3038,0,0,0,0,0,255,7,122,9,1
3042,0,0,0,0,0,255,20,300,20,1
3044,0,0,0,0,0,255,8,106,6,1
3045,0,0,0,0,0,255,13,282,13,1
3056,0,0,0,0,0,255,24,211,24,1
3057,0,0,0,0,0,255,5,237,16,1
3059,0,1032,0,0,0,255,23,511,511,1
3066,0,0,0,0,0,255,11,223,11,1
3074,0,54540,8314,0,0,255,255,3,4,1
3075,0,0,0,0,0,255,2,150,16,1
3076,0,0,0,0,0,255,64,35,8,1
3077,0,0,0,0,0,255,17,68,4,1
3078,0,0,0,0,0,255,21,256,21,1
3079,0,0,0,0,0,255,24,285,24,1
3080,0,0,0,0,0,255,62,45,8,1
3084,0,0,0,0,0,255,8,257,8,1
3085,0,0,0,0,0,255,10,218,10,1
3086,0,0,0,0,0,255,14,188,4,1
3097,0,0,0,0,0,255,10,22,10,1
3100,0,0,0,0,0,255,8,205,8,1
3104,0,0,0,0,0,255,8,143,10,1
3108,0,0,0,0,0,255,1,180,20,1
3109,0,0,0,0,0,255,1,191,1,1
3110,0,0,0,0,0,255,17,258,17,1
3112,0,0,0,0,0,255,1,279,8,1
3113,0,0,0,0,0,255,19,11,5,1
3118,0,28,0,3,0,255,44,44,44,1
3120,0,0,0,0,0,255,4,256,4,1
3121,0,0,0,0,0,255,3,128,3,1
3122,0,0,0,0,0,255,1,123,1,1
3125,0,0,0,0,0,255,2,112,9,1
3126,0,0,0,0,0,255,12,148,1,1
3127,0,0,0,0,0,255,14,263,6,1
3129,0,0,0,0,0,255,5,253,1,1
3137,0,0,0,0,0,255,9,234,9,1
3140,0,1032,0,0,0,255,255,485,485,1
3144,0,0,0,0,0,255,18,91,19,1
3147,0,0,0,0,0,255,19,215,19,1
3151,0,0,0,0,0,255,61,37,12,1
3152,0,0,0,0,0,255,17,250,4,1
3153,0,0,0,0,0,255,25,138,25,1
3154,0,0,0,0,0,255,14,228,16,1
3155,0,0,0,0,0,255,20,221,20,1
3156,0,0,0,0,0,255,2,288,2,1
3157,0,520,0,0,0,255,255,273,273,1
3161,0,1032,0,0,0,255,114,511,511,1
3163,0,0,0,0,0,255,20,201,1,1
3164,0,1480,0,1,0,255,22,20,20,1
3165,0,0,0,0,0,255,14,289,14,1
3166,0,0,0,0,0,255,17,144,17,1
3170,0,0,0,0,0,255,18,212,18,1
3175,0,54540,8314,0,0,255,255,5,5,1
3179,0,0,0,0,0,255,9,295,9,1
3180,0,0,0,0,0,255,2,22,2,1
3185,0,0,0,0,0,255,9,234,9,1
3188,0,0,0,0,0,255,28,108,8,1
3189,0,0,0,0,0,255,19,135,8,1
3190,0,28,0,3,0,84,12,12,12,1
3191,0,0,0,0,0,255,6,265,6,1
3194,0,0,0,0,0,255,8,244,2,1
3196,0,0,0,0,0,255,18,286,20,1
3199,0,0,0,0,0,255,6,140,6,1
3201,0,0,0,0,0,255,4,237,4,1
3206,0,0,0,0,0,255,3,117,14,1
3209,0,0,0,0,0,255,17,203,17,1
3212,0,0,0,0,0,255,49,17,3,1
3213,0,0,0,0,0,255,12,208,1,1
3214,0,0,0,0,0,255,44,30,8,1
3218,0,0,0,0,0,255,12,285,8,1
3220,0,0,0,0,0,255,2,4,2,1
3221,0,0,0,0,0,255,9,244,9,1
3223,0,0,0,0,0,101,61,19,19,1
3224,0,0,0,0,0,255,4,205,4,1
3227,0,0,0,0,0,255,3,82,3,1
3231,0,1032,0,0,0,255,120,511,511,1
3232,0,0,0,0,0,255,13,85,13,1
3233,0,0,0,0,0,255,4,75,14,1
3234,0,0,0,0,0,255,3,242,3,1
3239,0,0,0,0,0,255,8,107,8,1
3240,0,0,0,0,0,255,16,188,16,1
3242,0,0,0,0,0,255,16,113,16,1
3243,0,0,0,0,0,255,7,138,19,1
3247,0,0,0,0,0,255,20,112,14,1
3249,0,0,0,0,0,255,8,143,13,1
3250,0,0,0,0,0,255,2,264,2,1
3253,0,0,0,0,0,255,16,146,3,1
3255,0,0,0,0,0,255,10,101,10,1
3263,0,54540,8314,0,0,255,255,6,7,1
3266,0,0,0,0,0,255,20,140,20,1
